Type,Residuals
Train,-188.5511795034954
Train,-24.26868272320189
Train,18.065074611806267
Train,289.3375488808015
Train,-450.9823041531163
Train,-300.8172691836153
Train,-345.6233546306894
Train,-31.449693736230984
Train,-258.7208706717938
Train,213.34797154801709
Train,-335.83854174408043
Train,757.9735399676501
Train,-319.5509014557556
Train,412.75168448817203
Train,611.7028704859877
Train,237.88623102491692
Train,212.93112891926648
Train,-300.3419570632868
Train,-306.29141257183437
Train,49.074505998854875
Train,556.0688194245886
Train,-189.7904568357162
Train,-73.48561176100702
Train,-345.78648730378336
Train,299.27690943853304
Train,114.56716934099313
Train,-506.2607605016274
Train,551.1462534840557
Train,-20.734752018042855
Train,162.40472957032398
Train,515.8733599914449
Train,-353.4243526216451
Train,582.2600613337709
Train,-118.88987664691012
Train,672.5030943980419
Train,-408.5436231264648
Train,-153.98359976671327
Train,-134.6674263043842
Train,203.54407608977635
Train,-4.850007074152018
Train,-231.15112438483993
Train,100.42345523802396
Train,73.2165245862343
Train,995.2381608245778
Train,172.12441994109486
Train,-542.6094816263922
Train,607.1436472099958
Train,-9.019842789166432
Train,-334.75232003850306
Train,564.2505888017513
Train,356.86951233140053
Train,-279.3036088458148
Train,-159.9514921553564
Train,-398.0981283934161
Train,362.3073492626045
Train,282.13315520654214
Train,230.2819145876565
Train,-120.87025141621052
Train,148.62986243504565
Train,245.423903056957
Train,-262.42176457395817
Train,276.32815834916255
Train,-314.95109724946633
Train,-137.41020976428626
Train,-86.2668151566686
Train,-553.5119683493176
Train,-12.619770953588159
Train,420.7530502272275
Train,-61.45311549731559
Train,127.95190985888621
Train,197.16928527652635
Train,-273.32268604561614
Train,336.5272442259884
Train,394.51662067571306
Train,-65.77147381914256
Train,361.67213645174843
Train,138.81163509126236
Train,-743.6521683172687
Train,-70.36597913447076
Train,-23.152980534674498
Train,-290.26780155926826
Train,-163.94263430178262
Train,494.7498888910395
Train,42.03632965616998
Train,337.5202932106331
Train,60.68733667908964
Train,-634.9706709665079
Train,-189.32469298557407
Train,-541.4965615249239
Train,356.794777855157
Train,482.1034596995778
Train,264.08771754307963
Train,-276.673101830047
Train,369.81371054975534
Train,406.2223935107213
Train,31.932578392155847
Train,532.9584495352465
Train,-250.2030427734262
Train,-192.5522020707649
Train,-398.6105023489872
Train,-75.1644713529281
Train,-62.793489489968124
Train,184.42383859073016
Train,156.40805282616702
Train,-365.91046366894443
Train,-20.377018527033215
Train,150.17429458294828
Train,-134.55294746787877
Train,235.59605652276696
Train,81.51591548253145
Train,463.16264211216185
Train,128.23928424267797
Train,12.032631743004458
Train,-773.4448997627078
Train,419.0330610492447
Train,296.57683828012523
Train,38.93205586939621
Train,647.0301498332628
Train,546.810402901192
Train,-89.14572754270193
Train,-198.69283418891973
Train,583.0918780785323
Train,109.47739644191279
Train,215.71738422464114
Train,281.46585027101537
Train,126.22431769797095
Train,634.7907584509448
Train,-128.26315818344483
Train,-515.8968301439527
Train,15.303240027080392
Train,295.5338628147929
Train,447.7243271376901
Train,-108.42951576859377
Train,144.75568174865293
Train,65.9791518056154
Train,-1.7829028726337128
Train,267.3085359875986
Train,228.2246219267945
Train,278.72019603309127
Train,299.49309163632097
Train,-290.8181210166367
Train,388.9468611338016
Train,-120.79528404464327
Train,54.76775882250331
Train,-490.0113110383645
Train,-597.8841406250503
Train,-568.0941345204665
Train,-341.153774005943
Train,1129.273459393662
Train,-213.64448683146202
Train,-607.4504425621235
Train,-303.9291158317801
Train,80.3877454099038
Train,204.68203167461252
Train,-399.43565935321385
Train,369.7273303962438
Train,735.2489667497175
Train,-370.62522102812
Train,-291.0925164729797
Train,-123.57690272995023
Train,-101.93799019886865
Train,439.1337778444522
Train,-167.16261992836735
Train,65.94166010711342
Train,-503.58770162042674
Train,441.271389421956
Train,-152.84802808818313
Train,-59.861320898504346
Train,435.7063803180499
Train,112.56738536210196
Train,-431.118814460322
Train,-228.32687958791757
Train,-235.32045937604198
Train,292.0623367535727
Train,-237.92260525657548
Train,-148.2187915830582
Train,1086.0949556857922
Train,123.45739527264595
Train,322.00225066847634
Train,181.21526452130456
Train,-194.16432231847466
Train,-139.7332852143645
Train,-36.536274325231716
Train,-404.882183645218
Train,871.4035581939752
Train,331.2385529926387
Train,539.834852601969
Train,-589.3202515313205
Train,-411.06499636518856
Train,-800.1758615778854
Train,18.92370328537072
Train,61.55885658285115
Train,-142.7973871931099
Train,-40.727333037659264
Train,401.3902566952638
Train,452.57240272006675
Train,526.9267032841199
Train,-189.41995268005485
Train,93.66507604983963
Train,233.80023571144193
Train,485.12470252536514
Train,179.53398098590696
Train,47.80887610211812
Train,-468.18961547843355
Train,-492.06717194136036
Train,-291.425973864752
Train,162.81404070976623
Train,252.04439782631107
Train,-387.78481714419104
Train,-521.5657608618785
Train,105.31175405806289
Train,-493.0977831436521
Train,138.3539141834881
Train,-275.96711425096873
Train,209.16668600967387
Train,448.90670673071145
Train,-496.4419526414931
Train,-509.43867774945284
Train,-200.51151553030104
Train,-125.11415855075848
Train,172.23061173441602
Train,-326.6715011876495
Train,48.95150106159417
Train,-256.0609711487268
Train,395.2843663818021
Train,-411.75731594368517
Train,506.428746425594
Train,35.061419843361364
Train,286.7274962446086
Train,-162.18824009367745
Train,-115.21419281716771
Train,-80.4017632426112
Train,350.4388882878702
Train,-114.51465265094885
Train,-567.0186390411582
Train,446.2136610564612
Train,92.82838482315947
Train,-297.7309953810727
Train,529.3715537284079
Train,668.6324356885307
Train,498.9750287338866
Train,-373.14936233267144
Train,616.184376753874
Train,90.15102816935178
Train,244.29168306541305
Train,47.28963872451823
Train,244.36779098755505
Train,454.08916446332114
Train,549.3792254114578
Train,127.09248760438277
Train,306.7773209781881
Train,278.2103284879322
Train,-130.35342499089165
Train,420.53782327900353
Train,-295.7239597105945
Train,-408.9868144829925
Train,423.66960222250054
Train,-79.383591320493
Train,-6.032704291994378
Train,456.0899638654955
Train,336.9997710426396
Train,573.0438922062385
Train,-309.8077097325586
Train,35.94964044374137
Train,-338.96726894916355
Train,138.3247494629959
Train,-234.34860452014482
Train,-557.6170625702325
Train,-161.72415406955406
Train,-435.25390806670475
Train,457.250548493088
Train,-212.29156988128216
Train,-765.4795681914693
Train,-211.13982137957646
Train,-541.072294403406
Train,453.5279581980594
Train,39.856629543934105
Train,33.34613722921131
Train,1169.366918432108
Train,-217.67607817191492
Train,-78.62660484116714
Train,-38.54215123909307
Train,-309.13719755992315
Train,654.8715295632173
Train,-663.179544682389
Train,-46.53149554235824
Train,-440.62394393756495
Train,257.4961762643834
Train,16.21055653217263
Train,8.14309064662666
Train,153.56597764149774
Train,416.1238525157896
Train,-286.5423328392153
